date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:04:54	75/75	---MCZ	200	added ('OK')	text/plain	date:Fri,%2010%20Feb%202017%2018:42:17%20GMT	https://www.mynewshub.tv/robots.txt		(from )
03:04:55	487068/487068	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2019:04:55%20GMT	https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/index.html	(from )
03:04:55	113172/113172	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Jun%202024%2020:13:29%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/efdf1b91e38cca544492af0235c03a8b.css?ver=a516d	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/efdf1b91e38cca544492af0235c03a8bc3b5.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:55	11335/11335	---MCZ	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2005:28:07%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/b1c550d47db2af837d66b4677772494a.css?ver=60fb5	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/b1c550d47db2af837d66b4677772494a5707.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:55	4186/4186	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Jun%202024%2020:13:29%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/c0dc63f88cf2981caa5f554ce8df1cf6.css?ver=7ecd6	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/c0dc63f88cf2981caa5f554ce8df1cf6d0fd.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:56	59021/59021	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Jun%202024%2020:13:29%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/4f9eb6d8480adb643da673c57e760793.css?ver=f5b2b	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/4f9eb6d8480adb643da673c57e76079303ce.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:56	2770/2770	---MCZ	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2005:28:06%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/b30ed22190f6a4ac23cc1ad1d07db574.css?ver=aead5	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/b30ed22190f6a4ac23cc1ad1d07db5741640.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:56	5454/5454	---MCZ	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2005:28:06%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/3121ff0a8a5c8a180505fab44cb29fb9.css?ver=20fea	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/3121ff0a8a5c8a180505fab44cb29fb96aa0.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:56	36403/36403	---MCZ	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2005:28:06%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/d8ade03190a474443bed04b5b1ec8790.css?ver=fe557	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/d8ade03190a474443bed04b5b1ec8790afb4.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:57	0/0	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2005:28:07%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/01abfc750a0c942167651c40d088531d.css?ver=8531d	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/01abfc750a0c942167651c40d088531d6711.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:57	43696/43696	---MCZ	200	added ('OK')	text/css	date:Sun,%2016%20Jun%202024%2006:41:35%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/9c6ae3cf240142100f06db0cf0cca692.css?ver=64c16	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/9c6ae3cf240142100f06db0cf0cca692404a.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:57	11823/11823	---MCZ	200	added ('OK')	text/css	date:Sat,%2029%20Jun%202024%2012:00:32%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/71376e1b1a25769415e248740abf2de5.css?ver=48107	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/71376e1b1a25769415e248740abf2de590eb.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:57	35630/35630	---MCZ	200	added ('OK')	text/css	date:Sat,%2029%20Jun%202024%2012:00:32%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/c8546a3e30d24fc654a7be656c932726.css?ver=b1fa0	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/c8546a3e30d24fc654a7be656c9327264f27.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:57	112956/112956	---MCZ	200	added ('OK')	text/css	date:Sun,%2007%20Jul%202024%2006:09:05%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/aa98848e510bb0d5d9dba743aeaf3b19.css?ver=a4e6b	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/aa98848e510bb0d5d9dba743aeaf3b19a0eb.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:58	138161/138161	---MCZ	200	added ('OK')	text/css	date:Sun,%2007%20Jul%202024%2006:09:05%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/20d088d8c8225574e71d31b9b80e8458.css?ver=1091b	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/20d088d8c8225574e71d31b9b80e8458665c.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
03:04:58	527619/527619	---MCZ	200	added ('OK')	text/css	date:Sun,%2007%20Jul%202024%2006:09:06%20GMT	https://www.mynewshub.tv/wp-content/litespeed/css/aed0cfc2a93ca74895bde393c2220d11.css?ver=3d32b	C:/Dato'%20Ustaz%20kazim%20elias/BUKU/www.mynewshub.tv/wp-content/litespeed/css/aed0cfc2a93ca74895bde393c2220d117e18.css	(from https://www.mynewshub.tv/2016/04/rosyam-terbit-8-buku-ustaz-kazim-elias/)
